id	filename	md5	size	state
0022b650-d9ed-4440-ac6f-deffefca0939	TCGA-A6-6649-01Z-00-DX1.9439bce8-5715-4d76-a5d8-c6cbe1b79435.svs	9db1a5203e1e20bcccfea9f3cce4961f	149890641	validated
00258945-1c2c-4242-880a-f33898cde96f	TCGA-AD-6890-01Z-00-DX1.4778042f-f210-489c-bb76-b4fe16b0d500.svs	63556ff95817e0fd2d9c6617633b3c63	73468773	validated
022c34cb-653f-481c-8d67-7c52dfe0624b	TCGA-AH-6897-01Z-00-DX1.4c3605c1-7e05-40c2-bea6-1a9c642f856e.svs	7ef526cf0aab2275899edfaa65ef6bc4	146936043	validated
028e8a16-425d-4fc6-a040-ece2aa7947f7	TCGA-D5-6532-01Z-00-DX1.a28f2969-31ae-408f-99f5-5428e183e123.svs	572df5092d800caaa45b7ba6a7c25649	926652863	validated
02d5aec4-2ecc-4c1f-aba0-60e6f12e884f	TCGA-A6-5660-01Z-00-DX1.b254e383-a889-4b73-8f91-8580c8285754.svs	3dccb82a03cddf7548616a5754cc4c72	202973171	validated
02e1301c-1ee8-4853-9925-d01a1e7f7c3c	TCGA-AG-3581-01Z-00-DX1.2d8ba8ba-0533-41e5-b0e0-0d49ef408302.svs	c60ccffbba1964ecc90ccdb7d8c69381	428173108	validated
03068c47-2d13-4396-b72a-a750ced7936c	TCGA-A6-2671-01Z-00-DX1.13d1a0d9-78cd-4cfc-b670-34a79ebe52ee.svs	e6a9812e8c5772d1a416a9bccd96e539	162512031	validated
03354363-8dc3-493c-8725-f79fe643dbdc	TCGA-AA-A00O-01Z-00-DX1.6787693F-6E3E-479A-A4DE-44186659285F.svs	56ab4ff8707764557dea170ec72e2eea	354929216	validated
034c55e6-5a4d-43bb-a05e-bdc006f54bfc	TCGA-DM-A0X9-01Z-00-DX1.C7FC2C17-12CC-4F10-B54F-7C29379D834E.svs	d14dba340f7b37c4bbbfc11165a3d8b3	1518384173	validated
0522187a-ab5a-42b1-8960-f345723e04be	TCGA-CM-4748-01Z-00-DX1.e6307e86-29c5-4018-a94a-77fae9b08123.svs	1bb465afcf08e780cbddbd73c9220522	487390101	validated
0588e10e-2447-42b6-af9c-746b81b4d518	TCGA-NH-A50V-01Z-00-DX1.408BA0A6-E569-4464-A8CB-D6553A4DF9E0.svs	b9bd9c34a2f9cd614b6730e9bb8bd7e3	1504733163	validated
06c18d96-66e2-4f68-834c-3da4bc9878da	TCGA-AA-3814-01Z-00-DX1.15a569dc-30d6-4bef-908b-6183df4e9e01.svs	f8ec5bca8b6f7f9c7a45e385274a37b6	134641764	validated
079cb1bf-92dc-492e-9aae-8d301c2d16a9	TCGA-CK-4947-01Z-00-DX1.b257d5fd-b97b-4987-b088-77f044ca7fe2.svs	a7858c912f7a840df5a62d1ff1393658	906600575	validated
07a87e3e-904f-4b74-85a8-2f5f645f4d6e	TCGA-AG-A020-01Z-00-DX1.E89BD2F0-B2BB-4EED-B7F4-4D7678E282AF.svs	953f0ceb3e71c8d6e3081cafc4e0710c	776718742	validated
07b7cfad-7f95-4e10-8ebe-6a049b3ff1c5	TCGA-D5-6530-01Z-00-DX1.5c4bbcd1-51ba-467d-93f9-f2a9e7c5e010.svs	b2070cccac8c70a36ad5fd74f43bff00	1318639179	validated
084b9535-44c9-4db1-bcc9-9514051a282b	TCGA-A6-6141-01Z-00-DX1.34b5db5c-74df-47d9-bb89-beec93ded868.svs	177d3645db93217d7823baa3f9b16a97	127865907	validated
092ab6c8-b545-457d-a0a5-2bacb652c484	TCGA-DM-A1D0-01Z-00-DX1.1EE92F9A-3DAA-4C1E-9A17-F9E0D31BE0C1.svs	fb05594800c05ddc7eaae9f61b21e2f8	1447014483	validated
0940841d-58da-42fe-a690-130778884fe9	TCGA-4N-A93T-01Z-00-DX2.875E7F95-A6D4-4BEB-A331-F9D8080898C2.svs	6689938f86952886bdcd4e9cf4084399	1594624613	validated
094c153d-783d-4037-aa4c-8c76eb54ed7f	TCGA-AA-A01K-01Z-00-DX1.2E147232-BC3C-48CC-B75E-43E6AA4A0BF8.svs	5149421cab3d2e420ad00324744f57a6	469163238	validated
097139cb-4d82-4f40-b1ad-6fbac16ed5ab	TCGA-DC-6158-01Z-00-DX1.06cf3c33-83e1-46fd-8717-6c4cddb659d9.svs	c336e2319ac62063f3a99316d135fc16	526126549	validated
09f62988-5a9b-4d1b-976b-123c0017122e	TCGA-NH-A8F7-01Z-00-DX1.5CB8911D-07C3-4EF2-A97D-A62B441CF79E.svs	dd165271e7d3ad1aae9978dfbade8417	1149778127	validated
0a04776e-b80a-4536-b311-1375768989a2	TCGA-AA-A02Y-01Z-00-DX1.D1EE29E8-A27E-4035-807B-324A63239116.svs	61def54e0196214427f40346e1214dff	778158250	validated
0a0ade06-7efb-4e79-9de8-3da283cb795b	TCGA-DY-A1DF-01Z-00-DX1.D014E1D1-1CDB-476E-9A40-BB4BD2ADF8DA.svs	b102128333db19397629b6f29ca81141	997342815	validated
0aa4157e-39b0-4a6c-933d-1225235c3fc9	TCGA-A6-5662-01Z-00-DX1.82569684-1c31-4346-af9b-c296a020f624.svs	bf19906277f8bc8fd114ecc7d3bbb0ea	94426693	validated
0b4da215-58ee-40bd-9589-5e81ce390e5c	TCGA-G4-6628-01Z-00-DX1.d67973d1-9544-47e1-9ecb-e9d8d7f310e6.svs	f99b1921d768d595dcc124c7d1bb0fb9	915453785	validated
0b9d311e-82a8-40c0-908d-5fa164505891	TCGA-AG-A023-01Z-00-DX1.396A4BCE-E238-4A0B-8F18-BC37E5D8EC78.svs	80ba6c3e67d7ad3e7d72e54356a56fe6	749314716	validated
0bb0a89b-848e-4329-9719-163e91e61a0d	TCGA-CL-4957-01Z-00-DX1.95ade564-bef3-4e82-af52-7d3a0a15b75d.svs	ee7db7bfcf1e899bcb9902f8c265656d	686354401	validated
0bd355d5-4062-42ba-88e4-30af0dd8f1e6	TCGA-AA-3941-01Z-00-DX1.7c445fb8-53ee-4813-9ca8-8f7c3cc0bdde.svs	decfaf6f8be35dfc074e05aac811b9c7	434976358	validated
0c366852-d8a6-4ee9-a90b-16c535f42310	TCGA-D5-6534-01Z-00-DX1.eb7b12b8-ad31-438f-8e1d-9bb76a560c86.svs	4fb37410d9e6423054754d4aa6689b84	740560187	validated
0d442694-c9c8-4e9b-93ae-7a660d689681	TCGA-AY-6197-01Z-00-DX1.AD42F96E-6583-4AB8-A6BD-C8334EA9DE14.svs	9a4b83cd4fa0f28e61545a65c0949f77	582326955	validated
0d851b05-307b-4f8c-ac41-a102510777c4	TCGA-F4-6856-01Z-00-DX1.2872c7b5-b94d-4147-ad90-69f88668135a.svs	2b0a5d63fc0ebed9200b2014df7ffac2	413042397	validated
0d8b955f-8965-42d1-813d-f167ca328a52	TCGA-AG-A01W-01Z-00-DX1.3300D796-28C2-40E9-81BF-1793069C0FE7.svs	ab402009d79a0066c6fcbce01fbf86fa	1739637886	validated
0e16d640-444d-4d37-919a-7fa6729e9b00	TCGA-AZ-4308-01Z-00-DX1.804e054d-e206-4b34-a992-86317ef515d9.svs	2be2df1f8b9a45c392ecbc72e1a26c0e	543862337	validated
0e3c4311-f4e6-41e9-b4f8-80431b520e16	TCGA-G4-6295-01Z-00-DX1.9e7ae22f-daac-42cb-a879-bcf505d1c725.svs	0ae55e47be3bea790699cf12f979b7c0	671892485	validated
0e720a10-f234-41ae-b885-dc32e86778db	TCGA-AA-3949-01Z-00-DX1.23748e80-0d7e-4238-8b29-f74cddae8596.svs	a4ecd4ede226ae6c2e4ce1ffe659e314	260091780	validated
0ec0025d-1348-40f2-8701-2e7eed19240f	TCGA-AZ-4684-01Z-00-DX1.1c29deb2-b0e2-4788-a3e8-83ecab7f9208.svs	f249974546b66b47d3768a4db8f89129	829664311	validated
0ecb2d7b-0a69-46ce-80d6-1be65cec3cc7	TCGA-AA-3524-01Z-00-DX1.b1aae264-87be-4514-8f9d-25660b39caa7.svs	2be367752573aed43b3c62c0f90aabe9	218205050	validated
0f526db0-c865-45a8-ba63-6cd558e61e63	TCGA-AG-3999-01Z-00-DX1.d963afa8-565a-4da8-ab5c-7c7cadf30b0f.svs	9731bd6469a3d8e90cdc39723d8d7ee5	427549078	validated
10b38301-6ac8-40a9-ae81-b2ecf64a5d3c	TCGA-AA-3531-01Z-00-DX1.19cdaa4b-5a53-4198-90da-5800827d90bf.svs	95f46e4100b7a99d8c8db993df7533b7	729212438	validated
10e6fb69-99f2-4094-b771-728441eecd62	TCGA-DM-A28H-01Z-00-DX1.daf607db-57d0-4685-8dd1-f6d0a9ee0435.svs	d579fafb2e750097d3a51fd4643cf2ee	1283222375	validated
115cba1c-9950-4067-a213-3f7963b51960	TCGA-AA-3869-01Z-00-DX1.ef8b8cf0-5de5-4475-ac37-286d58604a0f.svs	a46bc829df411d195f13c866c1725046	240964558	validated
11c8f76a-6294-4dc7-a1e9-09f5750b9803	TCGA-AG-A01L-01Z-00-DX1.1B54B139-4477-4E67-83D1-E431AA52F5B8.svs	1d26db8e698dd8d5e5187a6e78078653	317671796	validated
11dffd74-1be0-4539-98e5-9062024a7cd5	TCGA-AG-4001-01Z-00-DX1.1dbafe58-de6b-47a0-9b47-15c5f9401bef.svs	bb9397d1b073440a356ad2bc52c04ecb	318859080	validated
1203a9f8-caad-4e77-b215-1b49e59e8e1f	TCGA-5M-AAT6-01Z-00-DX1.8834C952-14E3-4491-8156-52FC917BB014.svs	155bf133a4a9017ff8a3f5f15afc899d	1766078883	validated
122f827a-e5fd-4235-a199-e215de4d5718	TCGA-AD-6889-01Z-00-DX1.5269A81E-5391-4875-8F2A-6505BC5BBFD9.svs	048d92736d9fa15eb11e585ed3a40b0e	420566141	validated
13580b5c-3437-4967-b322-97d8dc5f92d8	TCGA-A6-5666-01Z-00-DX1.6f2cf971-edcb-415d-9709-feb7422cddc4.svs	4627887979e5bf8c21e22b24b1debab8	449540171	validated
13daeefa-f6ea-44b2-9027-55c58c56caaf	TCGA-AG-A02N-01Z-00-DX1.3AFD1A23-48FE-44E9-9463-5B82633DDA2B.svs	615377cf117febd93f8bf7cb5d31426f	649340138	validated
13ea8b59-6628-4faa-8047-6628704c4636	TCGA-AA-3986-01Z-00-DX1.db60e495-c0eb-416c-b65b-55ce62ed10b0.svs	67ab4b2b5a07ff03fc09f7471184e48c	668432404	validated
140da01b-4b0d-4ae6-9dab-cb66ac9be3ea	TCGA-G4-6307-01Z-00-DX1.fff548a0-8bc8-428e-a4ce-3a5d0b3f060b.svs	f0e0bc81d3a2b0de429435ccfed3d595	722061487	validated
1449659b-d5f4-4fab-bbc9-a67b5a8d6e3b	TCGA-EI-6884-01Z-00-DX1.45c3bfa8-e7c2-4943-b5fe-2a2587b75f55.svs	075cfb8cb62b27a2bc13125533c5a3ba	198588397	validated
144dec96-83aa-46b5-b0df-f1089c3147ee	TCGA-F4-6463-01Z-00-DX1.a3fa6fb4-ce9d-4f0d-b5f7-3c9da7322cd0.svs	b89c1193f5f773725328044396ea66ba	223150941	validated
14551352-8f32-4910-8e80-4f06104de9a0	TCGA-AG-4015-01Z-00-DX1.043fe5dc-2492-4cfa-bfc2-634fe2e341ab.svs	8eb6ef6148907fafe072d4ba53d9c48b	222820332	validated
147ca08c-fc05-4faf-9fa1-0299d47a01d1	TCGA-F4-6569-01Z-00-DX1.accbe317-9a4d-49b9-b9c9-4d2bb1301f67.svs	c12949a2690c99b47bb722cfa99c6ea5	374009183	validated
149445ad-81b1-438b-857a-2a0b73d9721d	TCGA-AD-6963-01Z-00-DX1.7df2e133-5f24-4c0a-b7f5-5a65fe3420c9.svs	9a334f2a53d090dc43780d837b04415c	60853347	validated
153f45d5-bc1a-4d5d-8f53-b41cccc74265	TCGA-EI-6885-01Z-00-DX1.ffb69ea3-047f-4ec5-b54c-e4f0ef3bf370.svs	ae193f583cb519fb09fed57c58951a77	221354047	validated
154f9d12-981e-4225-aef4-4931e88901be	TCGA-F5-6571-01Z-00-DX1.2de5bae1-22da-460a-bb94-c4f74d92300e.svs	1ccded0a94dd432900fb933d5bff00b8	793291651	validated
176f2cac-68c9-42fd-bc5f-7d096ecdd069	TCGA-AA-3977-01Z-00-DX1.08ffa326-08fd-4215-9bf7-81fcf33b4f5a.svs	a2af43d3c3e0935dd79f9dc05595c1a9	144131888	validated
17889984-8a8f-4495-980f-a144af7dd9d9	TCGA-AA-A02W-01Z-00-DX1.3D9DD408-C389-411D-B4AC-6DC531D35BAD.svs	198b1da448709ab920021a4b490f198c	415303056	validated
17b9a90a-bfe1-46b6-8f8e-7885eb856275	TCGA-AG-3891-01Z-00-DX1.82E8836A-91E7-48CA-A7C1-501A00F20298.svs	11646dd0daba9fdc42b9d0091db4394a	12981818	validated
17c92afc-d8ba-4780-823d-9cccf0927e31	TCGA-AY-6386-01Z-00-DX1.2B976983-5724-4335-8B47-9B44271B0A01.svs	fe0602d8af3f818d2a50c5c25a41a6af	356941631	validated
17ca9d89-78e9-4788-aa5b-62dd6676dd85	TCGA-AY-6196-01Z-00-DX1.747B47B0-386A-4BA9-A8B7-274F1699D15E.svs	2a0838d7bc660513820e78b4a5bf95af	753956247	validated
17cfcc8c-49a4-48ce-a5e1-4a3c582ce198	TCGA-AA-3837-01Z-00-DX1.5692e5c0-6dc2-45be-a5f5-00a907c5c824.svs	0e54e1ae55b27a30e023fcfc647098b8	272986122	validated
1800b06b-5b84-4b9c-bd61-3a1c15054dcb	TCGA-AA-A004-01Z-00-DX1.2576461E-7FA3-4CC6-8CC3-58D8E88CE04D.svs	e494df1c2fa4cb6ad3928595a48f02a8	882367214	validated
193b3a2c-80be-43a1-877e-92c20f3f288e	TCGA-AZ-4313-01Z-00-DX1.5e7ecf69-d1fd-4997-9dcc-ab8e9f10b423.svs	a6886644b94c2f731f0b4c20a85c52c9	664882033	validated
19ddede5-43e9-40ba-8739-2fb8947b4827	TCGA-F5-6810-01Z-00-DX1.274dd719-04bb-42d7-ae4e-030436d16fa2.svs	1fab71f99c6878fcd7a4a8619bec9749	518510783	validated
1ab0b52c-504a-4ac6-a17f-f0c47babff74	TCGA-AA-A00L-01Z-00-DX1.4F57C465-BC1C-4774-B003-F7F29C6A69D0.svs	ef956af76352dba3849fb02d8c246adf	446308504	validated
1ac02670-8391-4cb8-959d-d446317e3986	TCGA-AG-3725-01Z-00-DX1.86CF8220-F410-49E4-A840-E42AE8C5D8B2.svs	4b4913a0adb9dcfe988964916e42e80d	4970418	validated
1be38dfd-57a6-41bb-afd8-4e797ac1c910	TCGA-AG-A02G-01Z-00-DX1.E9848C07-0DFC-48E7-AA9F-9BF783676468.svs	6aebdf977d6833c3581177802d047913	878239946	validated
1bfaef62-30b1-4bbb-a6f1-c55b42fabc5a	TCGA-D5-6536-01Z-00-DX1.a4528e3f-770e-4271-9943-d3a8b8bd3e9d.svs	c6140bfc3dcbd0161e17a1a81a59e62b	923873229	validated
1c17a33c-fc29-47ff-b819-b64c257c7973	TCGA-F4-6854-01Z-00-DX1.a4d18769-1632-41e4-b49d-4a88d36e21ab.svs	ebbd913b91036d7a70fc2ee93481cdb5	291382125	validated
1c29f2a0-1b84-4fe7-9d45-954955ae2165	TCGA-A6-2681-01Z-00-DX1.5e11f090-a19d-4d5c-bcf6-c219b55d02bc.svs	016e339c483e15b68034f197db57ae70	163704887	validated
1d34307d-f16c-4b3a-97f8-7c6ea7552f07	TCGA-AA-A01D-01Z-00-DX1.A6FE424C-9BF8-4605-8A78-7BD7B83BEC61.svs	a67d2a67e17e53c0e7c20de1cc95a0c8	831954692	validated
1e03afa6-c894-4637-8454-352a50f7bce7	TCGA-DC-4745-01Z-00-DX1.f5aa77b0-aa9b-4f0c-a007-5d507daed69a.svs	b5a12f72a2d1e46c42724d7a21075d36	602889863	validated
1f15485a-15dd-460d-b6a3-97e999c07a68	TCGA-CM-6677-01Z-00-DX1.e3428c0a-a194-4e38-b105-8244701fcc71.svs	e775b1cf30437b74da258a98a330b215	1036643329	validated
1f53370f-9254-440a-aef0-0f49abe2bae6	TCGA-AD-6901-01Z-00-DX1.0a69c0b5-6238-4c1a-bbbd-ea743bf6fc98.svs	c43c902581a2328f3f6112df31c4d494	117149885	validated
1f61a80b-a9dd-4fd6-a821-be0ab57d4436	TCGA-AG-A01N-01Z-00-DX1.E2436F26-E5BE-446A-8F90-0867EA07381A.svs	e228520522c425a238eea55ef0f4834c	494617728	validated
1ff0bc15-443f-4e8c-83fe-fa56ca98eb43	TCGA-A6-5661-01Z-00-DX1.bad2d858-11b4-4b9c-a720-daaae592cf48.svs	fc3c21d707a54c384dd65136c2528777	168764181	validated
2025e793-60a1-48d1-9b88-de0be2fa260d	TCGA-D5-6531-01Z-00-DX1.32241731-5890-424e-96d5-b897e770f03c.svs	0bc16b9691dff042d947267c4e78df5f	526998525	validated
2069b5db-6070-4388-97a8-ff4b81f3a4d3	TCGA-NH-A6GA-01Z-00-DX1.33AFBF24-84BD-4E21-8A2D-A565AD3E4376.svs	dbc481d4f1f07d07acd1c025cdd9c3bd	1207460853	validated
20a11849-e57a-47ad-854c-757e17cc277b	TCGA-AA-3867-01Z-00-DX1.dbc11b4b-732c-4b0a-aaef-ba94b0218fe6.svs	92e09946b141030b1bf3b325dc5f834e	195279618	validated
